filename, speed, steer, throttle, brake
24391.bmp, 13.704407, 0.500000, 0.870590, 1.0
24392.bmp, 13.840043, 0.500000, 0.870590, 1.0
24393.bmp, 13.979373, 0.508438, 0.870590, 1.0
24394.bmp, 14.112116, 0.516205, 0.870590, 1.0
24395.bmp, 14.252962, 0.526001, 0.870590, 1.0
24396.bmp, 14.391005, 0.530060, 0.874512, 1.0
24397.bmp, 14.534666, 0.531403, 0.874512, 1.0
24398.bmp, 14.723205, 0.531403, 0.878433, 1.0
24399.bmp, 14.902531, 0.531403, 0.890198, 1.0
24400.bmp, 15.161435, 0.532425, 0.905884, 1.0
24401.bmp, 15.321902, 0.534103, 0.945099, 1.0
24402.bmp, 15.409000, 0.535461, 1.000000, 1.0
24403.bmp, 15.168533, 0.535126, 1.000000, 1.0
24404.bmp, 14.930072, 0.532761, 1.000000, 1.0
24405.bmp, 14.656566, 0.528702, 1.000000, 1.0
24406.bmp, 14.455178, 0.522293, 1.000000, 1.0
24407.bmp, 14.196034, 0.514175, 1.000000, 1.0
24408.bmp, 13.972068, 0.506073, 1.000000, 1.0
24409.bmp, 13.741115, 0.500000, 1.000000, 1.0
24410.bmp, 13.503395, 0.495361, 1.000000, 1.0
24411.bmp, 13.257781, 0.485458, 1.000000, 1.0
24412.bmp, 13.012420, 0.477203, 1.000000, 1.0
24413.bmp, 12.765530, 0.474228, 1.000000, 1.0
24414.bmp, 12.514002, 0.472260, 1.000000, 1.0
24415.bmp, 12.248953, 0.475555, 1.000000, 1.0
24416.bmp, 11.978318, 0.478531, 1.000000, 1.0
24417.bmp, 11.698165, 0.483810, 1.000000, 0.913727
24418.bmp, 11.362282, 0.486450, 1.000000, 0.898041
24419.bmp, 11.000768, 0.488754, 1.000000, 0.894119
24420.bmp, 10.594562, 0.492722, 1.000000, 0.894119
24421.bmp, 10.200270, 0.495682, 1.000000, 0.894119
24422.bmp, 9.803800, 0.500000, 1.000000, 0.894119
24423.bmp, 9.394217, 0.500000, 1.000000, 0.878433
24424.bmp, 8.976287, 0.500000, 1.000000, 0.878433
24425.bmp, 8.560098, 0.500000, 1.000000, 0.87059
24426.bmp, 8.147182, 0.505066, 1.000000, 0.925491
24427.bmp, 7.847072, 0.512146, 1.000000, 1.0
24428.bmp, 7.555391, 0.523972, 1.000000, 1.0
24429.bmp, 7.253740, 0.537155, 1.000000, 1.0
24430.bmp, 7.049699, 0.550659, 1.000000, 1.0
24431.bmp, 6.845963, 0.566879, 1.000000, 1.0
24432.bmp, 6.517438, 0.588165, 1.000000, 1.0
24433.bmp, 6.175152, 0.619919, 1.000000, 1.0
24434.bmp, 5.836673, 0.646271, 1.000000, 1.0
24435.bmp, 5.422624, 0.672958, 1.000000, 1.0
24436.bmp, 5.122451, 0.697617, 1.000000, 1.0
24437.bmp, 4.782930, 0.719910, 1.000000, 1.0
24438.bmp, 4.438493, 0.735443, 1.000000, 1.0
24439.bmp, 4.093278, 0.742889, 1.000000, 1.0
24440.bmp, 3.750058, 0.748291, 0.945099, 1.0
24441.bmp, 3.865944, 0.748962, 0.752945, 1.0
24442.bmp, 4.156691, 0.748962, 0.654907, 1.0
24443.bmp, 4.563320, 0.749634, 0.607849, 1.0
24444.bmp, 5.021644, 0.749985, 0.603928, 1.0
24445.bmp, 5.577894, 0.749985, 0.603928, 1.0
24446.bmp, 5.994709, 0.749985, 0.603928, 1.0
24447.bmp, 6.570149, 0.749985, 0.603928, 1.0
24448.bmp, 7.246857, 0.749985, 0.603928, 1.0
24449.bmp, 7.893821, 0.749634, 0.603928, 1.0
24450.bmp, 8.457026, 0.747269, 0.603928, 1.0
24451.bmp, 8.867356, 0.725647, 0.611771, 1.0
24452.bmp, 8.987090, 0.688492, 0.611771, 1.0
24453.bmp, 9.326251, 0.639511, 0.611771, 1.0
24454.bmp, 9.641939, 0.572952, 0.611771, 1.0
24455.bmp, 9.939722, 0.523636, 0.611771, 1.0
24456.bmp, 10.244020, 0.500000, 0.611771, 1.0
24457.bmp, 10.546240, 0.490082, 0.611771, 1.0
24458.bmp, 10.822732, 0.490082, 0.611771, 1.0
24459.bmp, 11.088987, 0.494370, 0.611771, 1.0
24460.bmp, 11.364466, 0.500000, 0.611771, 1.0
24461.bmp, 11.623700, 0.500000, 0.611771, 1.0
24462.bmp, 11.869422, 0.500000, 0.611771, 1.0
24463.bmp, 12.111434, 0.500000, 0.611771, 1.0
24464.bmp, 12.380991, 0.500000, 0.611771, 1.0
24465.bmp, 12.329583, 0.500000, 0.611771, 1.0
24466.bmp, 12.506960, 0.500000, 0.611771, 1.0
24467.bmp, 12.667922, 0.500000, 0.611771, 1.0
24468.bmp, 12.824795, 0.500000, 0.611771, 1.0
24469.bmp, 12.962324, 0.500000, 0.611771, 1.0
24470.bmp, 13.099485, 0.500000, 0.611771, 1.0
24471.bmp, 13.237237, 0.500000, 0.611771, 1.0
24472.bmp, 13.389233, 0.500000, 0.611771, 1.0
24473.bmp, 13.536325, 0.500000, 0.611771, 1.0
24474.bmp, 13.686473, 0.500000, 0.611771, 1.0
24475.bmp, 13.837833, 0.500000, 0.611771, 1.0
24476.bmp, 13.993358, 0.500000, 0.611771, 1.0
24477.bmp, 14.140735, 0.500000, 0.611771, 1.0
24478.bmp, 14.283452, 0.500000, 0.611771, 1.0
24479.bmp, 14.432148, 0.500000, 0.611771, 1.0
24480.bmp, 14.580347, 0.500000, 0.611771, 1.0
24481.bmp, 14.727609, 0.500000, 0.611771, 1.0
24482.bmp, 14.882773, 0.500000, 0.611771, 1.0
24483.bmp, 15.046375, 0.500000, 0.611771, 1.0
24484.bmp, 15.198528, 0.500000, 0.611771, 1.0
24485.bmp, 15.401042, 0.500000, 0.611771, 1.0
24486.bmp, 15.543034, 0.500000, 0.611771, 1.0
24487.bmp, 15.698727, 0.500000, 0.611771, 1.0
24488.bmp, 15.843208, 0.500000, 0.611771, 1.0
24489.bmp, 15.900034, 0.507431, 0.611771, 1.0
24490.bmp, 15.835829, 0.508774, 0.611771, 1.0
24491.bmp, 15.927675, 0.507431, 0.611771, 1.0
24492.bmp, 16.037493, 0.500000, 0.611771, 1.0
24493.bmp, 16.133619, 0.500000, 0.611771, 1.0
24494.bmp, 16.229910, 0.500000, 0.611771, 1.0
24495.bmp, 16.360731, 0.500000, 0.611771, 1.0
24496.bmp, 16.506495, 0.500000, 0.611771, 1.0
24497.bmp, 16.628159, 0.500000, 0.611771, 1.0
24498.bmp, 16.752184, 0.500000, 0.611771, 1.0
24499.bmp, 16.859650, 0.500000, 0.611771, 1.0
24500.bmp, 16.956757, 0.500000, 0.611771, 1.0
24501.bmp, 17.048487, 0.500000, 0.611771, 1.0
24502.bmp, 17.135147, 0.500000, 0.611771, 1.0
24503.bmp, 17.220606, 0.500000, 0.611771, 1.0
24504.bmp, 17.304707, 0.500000, 0.611771, 1.0
24505.bmp, 17.388903, 0.500000, 0.611771, 1.0
24506.bmp, 17.463177, 0.500000, 0.611771, 1.0
24507.bmp, 17.554329, 0.500000, 0.611771, 1.0
24508.bmp, 17.648003, 0.500000, 0.611771, 1.0
24509.bmp, 17.740236, 0.500000, 0.611771, 1.0
24510.bmp, 17.832169, 0.504715, 0.611771, 1.0
24511.bmp, 17.926113, 0.504715, 0.611771, 1.0
24512.bmp, 18.026928, 0.504715, 0.611771, 1.0
24513.bmp, 18.120527, 0.500000, 0.611771, 1.0
24514.bmp, 18.203520, 0.504379, 0.611771, 1.0
24515.bmp, 18.286732, 0.506073, 0.611771, 1.0
24516.bmp, 18.366701, 0.507431, 0.611771, 1.0
24517.bmp, 18.449835, 0.509109, 0.611771, 1.0
24518.bmp, 18.557768, 0.509796, 0.611771, 1.0
24519.bmp, 18.647369, 0.509796, 0.623535, 1.0
24520.bmp, 18.757641, 0.509445, 0.627457, 1.0
24521.bmp, 18.846781, 0.509445, 0.627457, 1.0
24522.bmp, 18.929777, 0.509445, 0.627457, 1.0
24523.bmp, 19.005720, 0.512497, 0.627457, 1.0
24524.bmp, 19.076647, 0.520264, 0.635300, 1.0
24525.bmp, 19.178799, 0.528702, 0.674515, 1.0
24526.bmp, 18.991915, 0.534103, 0.752945, 1.0
24527.bmp, 19.010921, 0.536819, 0.905884, 1.0
24528.bmp, 18.826544, 0.542221, 1.000000, 1.0
24529.bmp, 18.423807, 0.547958, 1.000000, 1.0
24530.bmp, 18.013306, 0.552353, 1.000000, 1.0
24531.bmp, 17.611151, 0.551346, 1.000000, 1.0
24532.bmp, 17.198353, 0.547958, 1.000000, 1.0
24533.bmp, 16.777924, 0.545258, 1.000000, 1.0
24534.bmp, 16.354898, 0.544250, 1.000000, 1.0
24535.bmp, 15.862969, 0.542557, 1.000000, 1.0
24536.bmp, 15.513668, 0.535797, 1.000000, 1.0
24537.bmp, 15.084775, 0.521271, 1.000000, 1.0
24538.bmp, 14.783547, 0.510132, 1.000000, 1.0
24539.bmp, 14.357831, 0.507431, 1.000000, 1.0
24540.bmp, 13.936030, 0.510132, 1.000000, 1.0
24541.bmp, 13.499121, 0.512833, 1.000000, 1.0
24542.bmp, 13.015104, 0.514175, 1.000000, 1.0
24543.bmp, 12.666514, 0.514175, 0.968628, 1.0
24544.bmp, 12.924417, 0.515198, 0.929413, 1.0
24545.bmp, 13.016420, 0.516541, 0.929413, 1.0
24546.bmp, 13.058305, 0.518906, 0.929413, 1.0
24547.bmp, 13.056413, 0.520264, 0.929413, 1.0
24548.bmp, 13.046212, 0.520264, 0.929413, 1.0
24549.bmp, 13.032603, 0.519928, 0.929413, 1.0
24550.bmp, 13.019684, 0.519592, 0.929413, 1.0
24551.bmp, 13.007803, 0.518234, 0.929413, 1.0
24552.bmp, 13.001494, 0.518234, 0.929413, 1.0
24553.bmp, 13.002029, 0.515869, 0.956863, 1.0
24554.bmp, 12.944292, 0.515198, 1.000000, 1.0
24555.bmp, 12.601902, 0.515533, 1.000000, 1.0
24556.bmp, 12.266577, 0.518906, 1.000000, 1.0
24557.bmp, 11.934307, 0.520935, 1.000000, 1.0
24558.bmp, 11.603802, 0.520935, 1.000000, 1.0
24559.bmp, 11.275550, 0.517227, 1.000000, 1.0
24560.bmp, 11.125911, 0.512833, 0.925491, 1.0
24561.bmp, 11.166254, 0.510132, 0.882355, 1.0
24562.bmp, 11.224873, 0.505737, 0.850983, 1.0
24563.bmp, 11.304603, 0.500000, 0.831375, 1.0
24564.bmp, 11.397406, 0.500000, 0.815689, 1.0
24565.bmp, 11.501100, 0.494690, 0.811768, 1.0
24566.bmp, 11.619272, 0.490082, 0.811768, 1.0
24567.bmp, 11.731159, 0.486771, 0.811768, 1.0
24568.bmp, 11.863558, 0.484802, 0.811768, 1.0
24569.bmp, 12.010768, 0.484802, 0.811768, 1.0
24570.bmp, 12.167102, 0.484802, 0.811768, 1.0
24571.bmp, 12.347131, 0.484802, 0.811768, 1.0
24572.bmp, 12.512462, 0.484802, 0.811768, 1.0
24573.bmp, 12.671043, 0.485123, 0.811768, 1.0
24574.bmp, 12.841520, 0.485779, 0.811768, 1.0
24575.bmp, 13.026462, 0.487106, 0.811768, 1.0
24576.bmp, 13.147524, 0.489746, 0.811768, 1.0
24577.bmp, 13.290665, 0.493378, 0.811768, 1.0
24578.bmp, 13.431396, 0.500000, 0.811768, 1.0
24579.bmp, 13.579812, 0.500000, 0.811768, 1.0
24580.bmp, 13.755179, 0.500000, 0.811768, 1.0
24581.bmp, 13.937661, 0.500000, 0.811768, 1.0
24582.bmp, 14.251696, 0.500000, 0.811768, 1.0
24583.bmp, 14.549190, 0.500000, 0.811768, 1.0
24584.bmp, 14.772289, 0.500000, 0.811768, 1.0
24585.bmp, 14.925793, 0.500000, 0.811768, 1.0
24586.bmp, 15.065590, 0.500000, 0.811768, 1.0
24587.bmp, 15.194067, 0.500000, 0.811768, 1.0
24588.bmp, 15.310835, 0.500000, 0.811768, 1.0
24589.bmp, 15.424873, 0.500000, 0.811768, 1.0
24590.bmp, 15.535280, 0.500000, 0.811768, 1.0
24591.bmp, 15.649908, 0.500000, 0.811768, 1.0
24592.bmp, 15.764717, 0.500000, 0.811768, 1.0
24593.bmp, 15.871578, 0.500000, 0.811768, 1.0
24594.bmp, 15.901937, 0.500000, 0.811768, 1.0
24595.bmp, 15.854213, 0.500000, 0.811768, 1.0
24596.bmp, 15.931151, 0.495361, 0.811768, 1.0
24597.bmp, 16.008078, 0.495026, 0.811768, 1.0
24598.bmp, 16.093197, 0.495361, 0.815689, 1.0
24599.bmp, 16.149590, 0.495361, 0.839218, 1.0
24600.bmp, 16.191837, 0.500000, 0.913727, 1.0
24601.bmp, 16.026562, 0.500000, 1.000000, 1.0
24602.bmp, 15.672544, 0.500000, 1.000000, 1.0
24603.bmp, 15.319063, 0.500000, 1.000000, 1.0
24604.bmp, 14.969679, 0.500000, 1.000000, 1.0
24605.bmp, 14.623486, 0.500000, 1.000000, 1.0
24606.bmp, 14.275878, 0.500000, 1.000000, 1.0
24607.bmp, 13.931387, 0.500000, 1.000000, 1.0
24608.bmp, 13.590137, 0.500000, 1.000000, 1.0
24609.bmp, 13.462407, 0.500000, 0.886276, 1.0
24610.bmp, 13.493122, 0.500000, 0.803925, 1.0
24611.bmp, 13.546351, 0.500000, 0.788239, 1.0
24612.bmp, 13.600072, 0.500000, 0.780396, 1.0
24613.bmp, 13.654082, 0.500000, 0.780396, 1.0
24614.bmp, 13.706944, 0.500000, 0.780396, 1.0
24615.bmp, 13.768243, 0.500000, 0.780396, 1.0
24616.bmp, 13.811730, 0.500000, 0.780396, 1.0
24617.bmp, 13.863419, 0.500000, 0.780396, 1.0
24618.bmp, 13.915491, 0.500000, 0.780396, 1.0
24619.bmp, 13.966380, 0.500000, 0.780396, 1.0
24620.bmp, 14.017981, 0.500000, 0.780396, 1.0
24621.bmp, 14.068680, 0.500000, 0.780396, 1.0
24622.bmp, 14.119025, 0.500000, 0.780396, 1.0
24623.bmp, 14.170521, 0.500000, 0.780396, 1.0
24624.bmp, 14.228499, 0.500000, 0.788239, 1.0
24625.bmp, 14.275258, 0.500000, 0.917648, 1.0
24626.bmp, 14.060647, 0.500000, 1.000000, 1.0
24627.bmp, 13.713405, 0.500000, 1.000000, 1.0
24628.bmp, 13.368073, 0.500000, 1.000000, 1.0
24629.bmp, 13.026749, 0.500000, 1.000000, 1.0
24630.bmp, 12.813726, 0.500000, 1.000000, 1.0
24631.bmp, 12.469782, 0.500000, 1.000000, 1.0
24632.bmp, 12.130342, 0.500000, 1.000000, 1.0
24633.bmp, 11.790671, 0.500000, 1.000000, 1.0
24634.bmp, 11.453720, 0.491394, 1.000000, 1.0
24635.bmp, 11.111601, 0.486450, 1.000000, 1.0
24636.bmp, 10.821535, 0.482147, 1.000000, 1.0
24637.bmp, 10.729031, 0.476868, 0.862747, 1.0
24638.bmp, 10.795463, 0.470276, 0.803925, 1.0
24639.bmp, 10.881506, 0.463669, 0.780396, 1.0
24640.bmp, 10.981215, 0.455093, 0.776474, 1.0
24641.bmp, 11.093357, 0.442551, 0.768631, 1.0
24642.bmp, 11.197890, 0.433640, 0.768631, 1.0
24643.bmp, 11.294664, 0.429352, 0.768631, 1.0
24644.bmp, 11.386538, 0.428024, 0.768631, 1.0
24645.bmp, 11.475078, 0.429016, 0.768631, 1.0
24646.bmp, 11.562167, 0.435944, 0.768631, 1.0
24647.bmp, 11.652301, 0.440903, 0.760788, 1.0
24648.bmp, 11.743690, 0.442215, 0.756866, 1.0
24649.bmp, 11.836625, 0.437592, 0.752945, 1.0
24650.bmp, 11.921674, 0.431000, 0.752945, 1.0
24651.bmp, 11.997972, 0.426712, 0.752945, 1.0
24652.bmp, 12.078979, 0.422089, 0.752945, 1.0
24653.bmp, 12.145426, 0.418777, 0.752945, 1.0
24654.bmp, 12.206610, 0.417130, 0.752945, 1.0
24655.bmp, 12.303568, 0.417465, 0.752945, 1.0
24656.bmp, 12.401477, 0.418457, 0.752945, 1.0
24657.bmp, 12.521245, 0.418457, 0.752945, 1.0
24658.bmp, 12.660324, 0.418777, 0.752945, 1.0
24659.bmp, 12.801674, 0.425385, 0.752945, 1.0
24660.bmp, 12.929656, 0.432648, 0.752945, 1.0
24661.bmp, 13.054041, 0.439575, 0.752945, 1.0
24662.bmp, 13.158761, 0.442215, 0.752945, 1.0
24663.bmp, 13.265730, 0.448822, 0.752945, 1.0
24664.bmp, 13.333020, 0.457397, 0.752945, 1.0
24665.bmp, 13.424166, 0.458389, 0.752945, 1.0
24666.bmp, 13.509283, 0.453445, 0.752945, 1.0
24667.bmp, 13.600696, 0.436279, 0.752945, 1.0
24668.bmp, 13.694229, 0.418457, 0.752945, 1.0
24669.bmp, 13.784002, 0.403595, 0.752945, 1.0
24670.bmp, 13.861513, 0.389084, 0.752945, 1.0
24671.bmp, 13.927415, 0.379181, 0.756866, 1.0
24672.bmp, 13.982280, 0.374893, 0.760788, 1.0
24673.bmp, 14.036146, 0.374557, 0.760788, 1.0
24674.bmp, 14.088273, 0.374557, 0.764709, 1.0
24675.bmp, 14.134164, 0.373901, 0.768631, 1.0
24676.bmp, 14.177649, 0.373566, 0.776474, 1.0
24677.bmp, 14.215352, 0.376205, 0.792160, 1.0
24678.bmp, 14.254493, 0.387436, 0.807846, 1.0
24679.bmp, 14.293447, 0.406235, 0.807846, 1.0
24680.bmp, 14.345498, 0.425720, 0.811768, 1.0
24681.bmp, 14.397466, 0.443863, 0.811768, 1.0
24682.bmp, 14.448204, 0.464005, 0.811768, 1.0
24683.bmp, 14.497828, 0.479843, 0.811768, 1.0
24684.bmp, 14.547747, 0.493713, 0.811768, 1.0
24685.bmp, 14.601784, 0.500000, 0.811768, 1.0
24686.bmp, 14.659230, 0.500000, 0.811768, 1.0
24687.bmp, 14.729367, 0.500000, 0.792160, 1.0
24688.bmp, 14.808650, 0.500000, 0.772552, 1.0
24689.bmp, 14.877080, 0.500000, 0.772552, 1.0
24690.bmp, 14.933391, 0.500000, 0.768631, 1.0
24691.bmp, 14.985250, 0.500000, 0.768631, 1.0
24692.bmp, 15.031796, 0.500000, 0.768631, 1.0
24693.bmp, 15.079702, 0.500000, 0.768631, 1.0
24694.bmp, 15.127390, 0.500000, 0.768631, 1.0
24695.bmp, 15.183646, 0.507431, 0.768631, 1.0
24696.bmp, 15.244872, 0.513504, 0.772552, 1.0
24697.bmp, 15.328751, 0.520935, 0.780396, 1.0
24698.bmp, 15.409115, 0.524658, 0.784317, 1.0
24699.bmp, 15.479500, 0.525330, 0.788239, 1.0
24700.bmp, 15.543943, 0.525330, 0.788239, 1.0
24701.bmp, 15.603998, 0.522293, 0.788239, 1.0
24702.bmp, 15.667500, 0.515533, 0.788239, 1.0
24703.bmp, 15.772615, 0.508438, 0.788239, 1.0
24704.bmp, 15.866633, 0.500000, 0.788239, 1.0
24705.bmp, 15.956149, 0.500000, 0.788239, 1.0
24706.bmp, 15.781989, 0.500000, 0.788239, 1.0
24707.bmp, 15.847189, 0.500000, 0.788239, 1.0
24708.bmp, 15.899117, 0.500000, 0.788239, 1.0
24709.bmp, 15.939335, 0.500000, 0.788239, 1.0
24710.bmp, 15.979395, 0.500000, 0.788239, 1.0
24711.bmp, 16.019447, 0.500000, 0.788239, 1.0
24712.bmp, 16.061607, 0.500000, 0.831375, 1.0
24713.bmp, 16.090504, 0.490082, 1.000000, 1.0
24714.bmp, 15.716278, 0.490738, 1.000000, 1.0
24715.bmp, 15.338876, 0.492722, 1.000000, 1.0
24716.bmp, 14.976392, 0.491394, 1.000000, 1.0
24717.bmp, 14.618557, 0.490402, 1.000000, 1.0
24718.bmp, 14.257529, 0.490402, 1.000000, 1.0
24719.bmp, 13.893095, 0.491394, 1.000000, 1.0
24720.bmp, 13.637564, 0.491394, 0.909805, 1.0
24721.bmp, 13.626171, 0.491394, 0.850983, 1.0
24722.bmp, 13.636051, 0.491394, 0.819611, 1.0
24723.bmp, 13.654920, 0.491394, 0.807846, 1.0
24724.bmp, 13.675626, 0.491394, 0.807846, 1.0
24725.bmp, 13.695913, 0.491730, 0.807846, 1.0
24726.bmp, 13.715573, 0.495361, 0.807846, 1.0
24727.bmp, 13.735209, 0.500000, 0.807846, 1.0
24728.bmp, 13.756824, 0.500000, 0.807846, 1.0
24729.bmp, 13.790600, 0.500000, 0.807846, 1.0
24730.bmp, 13.833138, 0.500000, 0.807846, 1.0
24731.bmp, 13.865749, 0.500000, 0.807846, 1.0
24732.bmp, 13.892179, 0.500000, 0.807846, 1.0
24733.bmp, 13.914789, 0.500000, 0.807846, 1.0
24734.bmp, 13.936230, 0.500000, 0.807846, 1.0
24735.bmp, 13.980309, 0.500000, 0.807846, 1.0
24736.bmp, 14.018730, 0.500000, 0.807846, 1.0
24737.bmp, 14.069185, 0.500000, 0.807846, 1.0
24738.bmp, 14.119674, 0.500000, 0.807846, 1.0
24739.bmp, 14.169148, 0.500000, 0.807846, 1.0
24740.bmp, 14.215584, 0.500000, 0.807846, 1.0
24741.bmp, 14.262266, 0.500000, 0.807846, 1.0
24742.bmp, 14.307176, 0.500000, 0.807846, 1.0
24743.bmp, 14.365640, 0.500000, 0.807846, 1.0
24744.bmp, 14.430869, 0.500000, 0.807846, 1.0
24745.bmp, 14.503139, 0.500000, 0.807846, 1.0
24746.bmp, 14.564722, 0.500000, 0.807846, 1.0
24747.bmp, 14.616272, 0.500000, 0.807846, 1.0
24748.bmp, 14.662666, 0.500000, 0.807846, 1.0
24749.bmp, 14.706649, 0.500000, 0.807846, 1.0
24750.bmp, 14.749394, 0.494690, 0.807846, 1.0
24751.bmp, 14.790924, 0.490402, 0.807846, 1.0
24752.bmp, 14.836687, 0.487442, 0.807846, 1.0
24753.bmp, 14.894014, 0.486115, 0.807846, 1.0
24754.bmp, 14.943193, 0.485123, 0.807846, 1.0
24755.bmp, 14.994454, 0.485123, 0.807846, 1.0
24756.bmp, 15.035492, 0.486115, 0.807846, 1.0
24757.bmp, 15.074603, 0.487442, 0.854904, 1.0
24758.bmp, 15.044214, 0.488754, 1.000000, 1.0
24759.bmp, 14.689665, 0.488754, 1.000000, 1.0
24760.bmp, 14.343152, 0.488419, 1.000000, 1.0
24761.bmp, 13.993211, 0.488419, 1.000000, 1.0
24762.bmp, 13.648683, 0.488419, 1.000000, 1.0
24763.bmp, 13.303772, 0.488754, 1.000000, 1.0
24764.bmp, 12.957265, 0.488754, 1.000000, 1.0
24765.bmp, 12.740602, 0.488754, 1.000000, 1.0
24766.bmp, 12.397033, 0.487762, 1.000000, 1.0
24767.bmp, 12.044847, 0.487442, 1.000000, 1.0
24768.bmp, 11.699221, 0.487762, 1.000000, 1.0
24769.bmp, 11.566586, 0.488419, 0.921570, 1.0
24770.bmp, 11.575907, 0.488754, 0.878433, 1.0
24771.bmp, 11.592072, 0.490082, 0.854904, 1.0
24772.bmp, 11.618782, 0.492386, 0.847061, 1.0
24773.bmp, 11.662485, 0.495361, 0.847061, 1.0
24774.bmp, 11.700486, 0.500000, 0.847061, 1.0
24775.bmp, 11.728825, 0.500000, 0.847061, 1.0
24776.bmp, 11.741244, 0.500000, 0.847061, 1.0
24777.bmp, 11.744314, 0.495682, 0.847061, 1.0
24778.bmp, 11.740808, 0.495361, 0.847061, 1.0
24779.bmp, 11.736961, 0.494034, 0.847061, 1.0
24780.bmp, 11.732698, 0.492722, 0.847061, 1.0
24781.bmp, 11.728750, 0.491394, 0.847061, 1.0
24782.bmp, 11.725384, 0.490402, 0.847061, 1.0
24783.bmp, 11.724174, 0.490082, 0.847061, 1.0
24784.bmp, 11.721739, 0.490082, 0.850983, 1.0
24785.bmp, 11.786363, 0.488754, 0.850983, 1.0
24786.bmp, 11.832412, 0.487442, 0.850983, 1.0
24787.bmp, 11.893103, 0.486450, 0.850983, 1.0
24788.bmp, 11.936376, 0.484802, 0.850983, 1.0
24789.bmp, 11.953000, 0.484467, 0.850983, 1.0
24790.bmp, 11.913466, 0.483475, 0.850983, 1.0
24791.bmp, 11.768694, 0.480835, 0.850983, 1.0
24792.bmp, 11.625858, 0.478531, 0.850983, 1.0
24793.bmp, 11.457498, 0.477203, 0.850983, 1.0
24794.bmp, 11.301372, 0.477203, 0.850983, 1.0
24795.bmp, 11.141850, 0.477203, 0.850983, 1.0
24796.bmp, 11.051243, 0.477859, 0.850983, 1.0
24797.bmp, 10.971340, 0.478851, 0.850983, 1.0
24798.bmp, 10.903897, 0.480835, 0.862747, 1.0
24799.bmp, 10.859999, 0.484467, 0.866669, 1.0
24800.bmp, 10.808115, 0.487106, 0.866669, 1.0
24801.bmp, 10.770947, 0.487442, 0.866669, 1.0
24802.bmp, 10.770532, 0.487442, 0.866669, 1.0
24803.bmp, 10.772697, 0.487442, 0.866669, 1.0
24804.bmp, 10.884511, 0.487442, 0.866669, 1.0
24805.bmp, 11.009063, 0.487442, 0.862747, 1.0
24806.bmp, 11.073365, 0.487442, 0.862747, 1.0
24807.bmp, 11.125353, 0.487442, 0.858826, 1.0
24808.bmp, 11.165004, 0.487442, 0.858826, 1.0
24809.bmp, 11.195213, 0.487442, 0.858826, 1.0
24810.bmp, 11.218887, 0.487106, 0.858826, 1.0
24811.bmp, 11.233053, 0.485779, 0.858826, 1.0
24812.bmp, 11.253376, 0.481491, 0.858826, 1.0
24813.bmp, 11.311202, 0.480179, 0.858826, 1.0
24814.bmp, 11.383921, 0.480499, 0.858826, 1.0
24815.bmp, 11.469383, 0.480835, 0.858826, 1.0
24816.bmp, 11.569700, 0.482147, 0.858826, 1.0
24817.bmp, 11.656484, 0.483810, 0.858826, 1.0
24818.bmp, 11.722495, 0.484467, 0.858826, 1.0
24819.bmp, 11.776058, 0.484802, 0.858826, 1.0
24820.bmp, 11.820774, 0.484802, 0.858826, 1.0
24821.bmp, 11.858635, 0.484802, 0.858826, 1.0
24822.bmp, 11.891177, 0.484802, 0.862747, 1.0
24823.bmp, 11.947583, 0.484802, 0.866669, 1.0
24824.bmp, 12.028294, 0.484467, 0.949020, 1.0
24825.bmp, 11.846340, 0.484467, 1.000000, 1.0
24826.bmp, 11.546244, 0.489090, 1.000000, 1.0
24827.bmp, 11.244668, 0.495682, 1.000000, 1.0
24828.bmp, 10.943252, 0.500000, 1.000000, 1.0
24829.bmp, 10.635851, 0.500000, 1.000000, 1.0
24830.bmp, 10.329963, 0.500000, 1.000000, 1.0
24831.bmp, 10.012923, 0.508438, 1.000000, 1.0
24832.bmp, 9.853790, 0.515869, 1.000000, 1.0
24833.bmp, 9.533281, 0.524994, 1.000000, 1.0
24834.bmp, 9.218022, 0.531403, 1.000000, 1.0
24835.bmp, 8.850286, 0.537155, 1.000000, 1.0
24836.bmp, 8.584203, 0.547287, 1.000000, 1.0
24837.bmp, 8.255356, 0.565872, 1.000000, 1.0
24838.bmp, 7.922575, 0.585800, 1.000000, 1.0
24839.bmp, 7.586628, 0.606400, 1.000000, 1.0
24840.bmp, 7.424165, 0.622620, 0.921570, 1.0
24841.bmp, 7.465939, 0.636475, 0.890198, 1.0
24842.bmp, 7.528413, 0.646942, 0.874512, 1.0
24843.bmp, 7.606346, 0.658432, 0.862747, 1.0
24844.bmp, 7.705354, 0.666870, 0.843140, 1.0
24845.bmp, 7.804123, 0.675659, 0.827454, 1.0
24846.bmp, 7.914558, 0.685120, 0.815689, 1.0
24847.bmp, 8.028374, 0.693222, 0.807846, 1.0
24848.bmp, 8.150858, 0.700653, 0.807846, 1.0
24849.bmp, 8.274098, 0.704376, 0.807846, 1.0
24850.bmp, 8.380450, 0.704376, 0.807846, 1.0
24851.bmp, 8.493764, 0.705048, 0.807846, 1.0
24852.bmp, 8.599311, 0.706390, 0.807846, 1.0
24853.bmp, 8.743846, 0.706741, 0.807846, 1.0
24854.bmp, 8.839818, 0.706741, 0.807846, 1.0
24855.bmp, 9.023720, 0.706741, 0.807846, 1.0
